Y,X,Z
-79.996963,40.444092,63.75
-79.9968,40.444137,63.47
-79.996638,40.444182,63.19
-79.996477,40.444226,62.91
-79.99632,40.444269,62.63
-79.996167,40.444311,62.35
-79.996019,40.444351,62.07
-79.995882,40.444389,61.78
-79.995745,40.444427,61.5
-79.995621,40.444461,61.22
-79.995473,40.444498,60.94
-79.995346,40.44453,60.66
-79.995202,40.444566,60.38
-79.995089,40.444594,60.1
-79.994968,40.444625,59.82
-79.99484,40.444657,59.53
-79.994714,40.444689,59.25
-79.994595,40.444719,58.97
-79.994452,40.444755,58.69
-79.994318,40.444789,58.41
-79.994191,40.444821,58.13
-79.994076,40.444849,57.85
-79.993882,40.444898,57.57
-79.993757,40.444944,57.28
-79.993632,40.445014,57
-79.993533,40.445069,56.72
-79.993421,40.445131,56.44
-79.993316,40.445194,56.16
-79.993218,40.445256,55.88
-79.993116,40.445322,55.6
-79.99299,40.445403,55.32
-79.99286,40.445486,55.03
-79.992736,40.445565,54.75
-79.992616,40.445642,54.47
-79.992506,40.445713,54.19
-79.992405,40.445777,53.91
-79.992305,40.445838,53.63
-79.992213,40.445895,53.35
-79.992109,40.445959,53.07
-79.992008,40.446021,52.78
-79.991896,40.446089,52.5
-79.991791,40.446154,52.22
-79.991685,40.446219,51.94
-79.991588,40.446279,51.66
-79.99148,40.446344,51.38
-79.991371,40.446412,51.1
-79.991274,40.446471,50.82
-79.991172,40.446534,50.53
-79.99106,40.446601,50.25
-79.990958,40.446663,49.97
-79.990849,40.446728,49.69
-80.005891,40.443181,72.78
-80.005693,40.443231,76.28
-80.005574,40.443261,76
-80.005458,40.44329,75.72
-80.005327,40.443323,75.44
-80.005187,40.443359,75.16
-80.005048,40.443394,74.88
-80.004908,40.44343,74.6
-80.00479,40.443459,74.31
-80.004676,40.443488,74.03
-80.004508,40.44353,73.75
-80.00437,40.443565,73.47
-80.004252,40.443595,73.19
-80.004131,40.443625,72.91
-80.004008,40.443656,72.63
-80.003877,40.443689,72.35
-80.003531,40.443777,71.78
-80.003403,40.44381,71.5
-80.003288,40.44384,71.22
-80.003162,40.443872,70.94
-80.003038,40.443904,70.66
-80.002908,40.443938,70.38
-80.002599,40.444025,69.81
-80.002486,40.44406,69.53
-80.002367,40.444098,69.25
-80.002242,40.444137,68.97
-80.002114,40.444177,68.69
-80.001986,40.444217,68.41
-80.001657,40.44432,67.85
-80.001524,40.444361,67.56
-80.001206,40.444463,67
-80.001084,40.444502,66.72
-80.000975,40.444538,66.44
-80.000725,40.444613,65.88
-80.000602,40.444647,65.6
-80.00027,40.444744,65.03
-80.000159,40.444779,64.75
-79.999775,40.444903,64.19
-79.999641,40.444947,63.91
-79.999505,40.444992,63.63
-79.999369,40.445036,63.35
-79.999237,40.445079,63.06
-79.999114,40.44512,62.78
-79.998781,40.445214,62.22
-79.998665,40.44525,61.94
-79.998553,40.445297,61.66
-79.998425,40.44541,61.38
-79.998353,40.44549,61.1
-79.998287,40.445579,60.81
-79.998238,40.445681,60.53
-79.998209,40.445817,60.25
-79.998033,40.445884,59.97
-79.997861,40.445949,59.69
-79.997699,40.446017,59.41
-79.99754,40.446085,59.13
-79.99738,40.446153,58.85
-79.997217,40.446218,58.56
-79.997055,40.44628,58.28
-79.996896,40.446341,58
-79.996788,40.446381,57.72
-79.996648,40.446435,57.44
-79.9965,40.446486,57.16
-79.996376,40.446528,56.88
-79.996183,40.446592,56.6
-79.996027,40.446644,56.31
-79.99587,40.446695,56.03
-79.995656,40.446766,55.75
-79.995558,40.446848,55.47
-79.995447,40.446882,55.19
-79.995305,40.446924,54.91
-79.99512,40.446918,54.63
-79.994891,40.446866,54.35
-79.994786,40.446812,54.06
-79.994706,40.446745,53.78
-80.00523,40.443538,73.69
-80.005009,40.443589,77.19
-80.004854,40.443625,76.91
-80.004699,40.443661,76.63
-80.004543,40.443696,76.35
-80.004386,40.443731,76.07
-80.004229,40.443766,75.79
-80.004072,40.443801,75.51
-80.003916,40.443836,75.22
-80.003765,40.44387,74.94
-80.003546,40.443921,74.66
-80.003406,40.443954,74.38
-80.003268,40.443986,74.1
-80.003134,40.444018,73.82
-80.003007,40.444047,73.54
-80.002778,40.444101,73.26
-80.002587,40.44416,72.97
-80.002471,40.444196,72.69
-80.002354,40.444232,72.41
-80.002237,40.444268,72.13
-80.002121,40.444305,71.85
-80.002003,40.444341,71.57
-80.001887,40.444377,71.29
-80.001775,40.444412,71.01
-80.001612,40.444462,70.72
-80.001456,40.44451,70.44
-80.001307,40.444557,70.16
-80.001158,40.444603,69.88
-80.001014,40.444647,69.6
-80.000698,40.444746,69.04
-80.000584,40.444781,68.76
-80.000473,40.444816,68.47
-80.000361,40.444851,68.19
-80.000217,40.444895,67.91
-80.000102,40.444931,67.63
-79.999984,40.444968,67.35
-79.999865,40.445005,67.07
-79.999748,40.445041,66.79
-79.999632,40.445077,66.51
-79.999521,40.445112,66.22
-79.999365,40.44516,65.94
-79.999228,40.445203,65.66
-79.998876,40.445314,65.1
-79.998668,40.445398,64.82
-79.998496,40.445505,64.54
-79.998402,40.445594,64.26
-79.99834,40.445677,63.97
-79.998334,40.445772,63.69
-79.994615,40.446645,56.66
-79.994524,40.446544,56.38
-79.994433,40.446444,56.1
-79.994366,40.446369,55.82
-79.992846,40.447323,55.54
-79.992738,40.447391,55.26
-79.992616,40.447468,54.97
-79.992505,40.447537,54.69
-79.992323,40.447651,54.41
-79.99222,40.447554,54.13
-79.992146,40.447484,53.85
-79.99207,40.447414,53.57
-79.991987,40.44734,53.29
-79.991905,40.447266,53.01
-79.991789,40.447161,52.72
-79.991691,40.44722,52.44
-79.991575,40.447289,52.16
-79.991447,40.447365,51.88
-79.991337,40.44743,51.6
-79.991065,40.447595,51.32
-79.990943,40.447673,51.04
-79.990825,40.447748,50.76
-79.990714,40.447818,50.47
-79.990609,40.447885,50.19
-79.990485,40.447963,49.91
-79.990395,40.448021,49.63
-80.004127,40.443985,71.52
-80.004005,40.444017,75.02
-80.003868,40.444052,74.74
-80.00366,40.444105,74.46
-80.003453,40.444157,74.18
-80.003247,40.44421,73.9
-80.003041,40.444263,73.62
-80.002834,40.444316,73.34
-80.002633,40.444371,73.05
-80.002434,40.444434,72.77
-80.002238,40.444496,72.49
-80.002045,40.444557,72.21
-80.001855,40.444618,71.93
-80.001668,40.444677,71.65
-80.001484,40.444735,71.37
-80.001301,40.444793,71.09
-80.001122,40.44485,70.8
-80.000948,40.444905,70.52
-80.000776,40.444959,70.24
-80.000608,40.445011,69.96
-80.000439,40.445064,69.68
-80.000266,40.445118,69.4
-80.00009,40.445173,69.12
-79.999911,40.445229,68.84
-79.99973,40.445286,68.55
-79.999546,40.445344,68.27
-79.999358,40.445402,67.99
-79.999169,40.445461,67.71
-79.998985,40.445522,67.43
-79.998808,40.44559,67.15
-79.998634,40.445657,66.87
-79.998462,40.445723,66.59
-79.990301,40.448082,51.96
-79.990197,40.448148,51.68
-79.990095,40.448214,51.4
-79.989993,40.44828,51.12
-79.989892,40.448346,50.84
-79.989793,40.448409,50.55
-79.989696,40.448472,50.27
-79.989602,40.448533,49.99
-79.989509,40.448593,49.71
-79.989368,40.448684,49.43
-79.989266,40.44875,49.15
-79.989159,40.448819,48.87
-79.989026,40.448906,48.59
-79.988935,40.448965,48.3
-79.988798,40.449054,48.02
-79.98866,40.449143,47.74
-79.988524,40.449232,47.46
-80.002639,40.437391,28.25
-80.002536,40.437544,31.75
-80.002471,40.437639,31.47
-80.002416,40.437721,31.19
-80.00225,40.437969,30.63
-80.002197,40.438053,30.35
-80.002127,40.438161,30.07
-80.002062,40.438261,29.78
-80.001999,40.438359,29.5
-80.001852,40.438584,28.94
-80.001784,40.438687,28.66
-80.001728,40.438773,28.38
-80.001551,40.439034,27.82
-80.001495,40.439117,27.53
-80.00144,40.439197,27.25
-80.001384,40.439277,26.97
-80.001254,40.439466,26.41
-80.001199,40.439546,26.13
-80.001143,40.439626,25.85
-80.001086,40.439708,25.57
-80.001029,40.43979,25.28
-80.000973,40.43987,25
-80.000902,40.439974,24.72
-80.000742,40.440207,24.16
-80.000687,40.440288,23.88
-80.000625,40.44038,23.6
-80.00057,40.440461,23.32
-80.000511,40.440548,23.03
-80.000457,40.440629,22.75
-80.000287,40.440883,22.19
-80.00023,40.440969,21.91
-80.000166,40.441065,21.63
-80.000105,40.441157,21.35
-80.000042,40.441252,21.07
-79.999988,40.441333,20.78
-79.99983,40.441569,20.22
-79.999774,40.441653,19.94
-79.999709,40.44175,19.66
-79.999644,40.441848,19.38
-79.999584,40.441938,19.1
-79.999396,40.442239,18.53
-79.99934,40.442335,18.25
-79.999291,40.44242,17.97
-79.99924,40.442509,17.69
-79.999675,40.446475,6.16
-79.999726,40.446575,5.88
-79.999776,40.446675,5.6
-79.999828,40.446778,5.32
-79.999881,40.446883,5.03
-79.999933,40.446991,4.75
-79.999987,40.447102,4.47
-80.000028,40.447186,4.19
-80.000828,40.436835,27.37
-80.000772,40.436916,30.87
-80.000717,40.436996,30.59
-80.000648,40.437096,30.31
-80.000468,40.437357,29.75
-80.000409,40.437442,29.47
-80.000348,40.437532,29.19
-80.000288,40.43762,28.9
-80.000229,40.437705,28.62
-80.000106,40.437893,28.06
-80.000045,40.437987,27.78
-79.999986,40.43808,27.5
-79.999818,40.438341,26.94
-79.99976,40.43843,26.65
-79.999703,40.438519,26.37
-79.999644,40.43861,26.09
-79.999509,40.438821,25.53
-79.999448,40.438918,25.25
-79.999396,40.439,24.97
-79.999343,40.439084,24.69
-79.999288,40.43917,24.4
-79.999236,40.439253,24.12
-79.999182,40.439338,23.84
-79.999037,40.43956,23.28
-79.998974,40.439653,23
-79.998915,40.439741,22.72
-79.998859,40.439823,22.44
-79.998803,40.439906,22.15
-79.998742,40.439997,21.87
-79.998571,40.440241,21.31
-79.998504,40.440334,21.03
-79.998438,40.440426,20.75
-79.998371,40.440519,20.47
-79.998305,40.44061,20.19
-79.99824,40.440701,19.9
-79.998081,40.440937,19.34
-79.998027,40.44102,19.06
-79.997964,40.441116,18.78
-79.997906,40.441206,18.5
-79.99785,40.441292,18.22
-79.997662,40.441581,17.65
-79.997594,40.441686,17.37
-79.997526,40.44179,17.09
-79.997457,40.441896,16.81
-79.997405,40.441977,16.53
-79.997351,40.44206,16.25
-79.997237,40.442232,15.69
-79.997179,40.442317,15.4
-79.997124,40.442399,15.12
-79.997054,40.442501,14.84
-79.996995,40.442589,14.56
-79.99694,40.442669,14.28
-79.996886,40.442749,14
-79.996785,40.442916,13.44
-79.996737,40.443006,13.15
-79.996687,40.443098,12.87
-79.996642,40.443181,12.59
-79.99553,40.444264,7.53
-79.995573,40.444357,7.25
-79.995661,40.444549,6.69
-79.995707,40.444649,6.4
-79.995756,40.444756,6.12
-79.995797,40.444846,5.84
-79.995724,40.444925,5.56
-79.995706,40.44503,5.28
-79.995745,40.445117,5
-79.995785,40.445208,4.72
-79.995827,40.445304,4.44
-79.995871,40.445403,4.15
-79.995916,40.445506,3.87
-79.995962,40.445609,3.59
-79.996017,40.445734,3.31
-79.999998,40.436377,31.93
-79.999892,40.43653,35.43
-79.999833,40.436614,35.15
-79.999768,40.436707,34.87
-79.999708,40.436794,34.59
-79.999561,40.437017,34.03
-79.999505,40.437107,33.75
-79.999448,40.4372,33.46
-79.999392,40.437291,33.18
-79.999239,40.437539,32.62
-79.999187,40.437624,32.34
-79.999133,40.437714,32.06
-79.99908,40.437801,31.78
-79.998954,40.438003,31.21
-79.998886,40.438109,30.93
-79.998834,40.438191,30.65
-79.998769,40.438292,30.37
-79.998636,40.438496,29.81
-79.998579,40.438581,29.53
-79.998516,40.438675,29.25
-79.99845,40.438773,28.96
-79.998381,40.438876,28.68
-79.998327,40.438956,28.4
-79.998175,40.439189,27.84
-79.998124,40.439271,27.56
-79.998062,40.43937,27.28
-79.998003,40.439462,27
-79.997944,40.439557,26.71
-79.997892,40.439639,26.43
-79.997989,40.437694,27.46
-79.997926,40.437788,27.18
-79.99787,40.437873,26.9
-79.997798,40.43798,26.62
-79.997654,40.438125,26.06
-79.99757,40.438244,25.78
-79.997503,40.438339,25.49
-79.997438,40.438431,25.21
-79.997368,40.43853,24.93
-79.997224,40.438742,24.37
-79.997171,40.438824,24.09
-79.997107,40.438924,23.81
-79.997043,40.439022,23.53
-79.996983,40.439117,23.24
-79.996924,40.439208,22.96
-79.99687,40.439291,22.68
-79.996755,40.439464,22.12
-79.996689,40.439561,21.84
-79.996621,40.439659,21.56
-79.996551,40.43976,21.28
-79.996482,40.439861,20.99
-79.996412,40.439962,20.71
-79.995778,40.440927,18.18
-79.995725,40.441009,17.9
-79.995667,40.441099,17.62
-79.995602,40.4412,17.34
-79.995532,40.441311,17.06
-79.99546,40.441423,16.78
-79.995387,40.441532,16.49
-79.99533,40.441614,16.21
-79.995266,40.441706,15.93
-79.995208,40.441792,15.65
-79.995147,40.44188,15.37
-79.995083,40.441973,15.09
-79.995025,40.442056,14.81
-79.994876,40.44228,14.24
-79.994809,40.442383,13.96
-79.994746,40.44248,13.68
-79.994686,40.442572,13.4
-79.994626,40.442664,13.12
-79.994564,40.442758,12.84
-79.994493,40.442868,12.56
-79.994416,40.442986,12.28
-79.994361,40.443069,11.99
-79.994305,40.443156,11.71
-79.994248,40.443242,11.43
-79.994191,40.44333,11.15
-79.994134,40.443417,10.87
-79.994054,40.44354,10.59
-79.994019,40.44369,10.31
-79.993955,40.443791,10.03
-79.993601,40.444279,8.62
-79.993645,40.444376,8.34
-79.993692,40.444481,8.06
-79.993743,40.444591,7.78
-79.993792,40.444701,7.49
-79.993841,40.444809,7.21
-79.993957,40.445046,6.65
-79.994007,40.445148,6.37
-79.994059,40.445255,6.09
-79.994103,40.445399,5.81
-79.994132,40.445494,5.53
-79.994184,40.445662,5.24
-79.994217,40.445749,4.96
-79.994252,40.44584,4.68
-79.99429,40.445939,4.4
-79.994328,40.446029,4.12
-79.994369,40.446121,3.84
-79.99442,40.446232,3.56
-79.99447,40.446329,3.28
-79.994561,40.446458,2.99
-79.994619,40.44654,2.71
-79.994751,40.446659,2.43
-79.994846,40.446742,2.15
-79.994956,40.446785,1.87
-79.995065,40.446823,1.59
-79.995218,40.44683,1.31
-80.004351,40.438028,28.12
-80.004266,40.438156,31.62
-80.00421,40.438239,31.34
-80.004148,40.438331,31.06
-80.00409,40.438418,30.78
-80.003914,40.438688,30.22
-80.003858,40.438776,29.94
-80.003806,40.438857,29.65
-80.00375,40.438945,29.37
-80.003503,40.439203,28.81
-80.003453,40.439292,28.53
-80.003405,40.439377,28.25
-80.007377,40.439182,122.11
-80.00724,40.439129,125.61
-80.007123,40.439084,125.33
-80.007002,40.439036,125.05
-80.00688,40.438989,124.77
-80.006758,40.438942,124.49
-80.006635,40.438894,124.21
-80.006512,40.438847,123.93
-80.006389,40.438799,123.64
-80.006266,40.438752,123.36
-80.006143,40.438705,123.08
-80.006023,40.438659,122.8
-80.005905,40.438613,122.52
-80.005673,40.438533,121.96
-80.005508,40.43847,121.68
-80.0054,40.438429,121.39
-80.005287,40.438386,121.11
-80.005159,40.438338,120.83
-80.004998,40.438276,120.55
-80.004861,40.438224,120.27
-80.004735,40.438176,119.99
-80.00458,40.438117,119.71
-80.004465,40.438073,119.43
-80.004213,40.437977,118.86
-80.004095,40.437933,118.58
-80.003978,40.437889,118.3
-80.003862,40.437847,118.02
-80.003717,40.437793,117.74
-80.003566,40.437736,117.46
-80.003415,40.43768,117.18
-80.003268,40.437626,116.89
-80.003127,40.437573,116.61
-80.002989,40.437522,116.33
-80.002857,40.437473,116.05
-80.00275,40.437433,115.77
-80.002523,40.437347,115.21
-80.002415,40.437305,114.93
-80.002296,40.437259,114.64
-80.002163,40.437208,114.36
-80.002057,40.437167,114.08
-80.001939,40.437121,113.8
-80.001819,40.437075,113.52
-80.001698,40.437028,113.24
-80.001576,40.436981,112.96
-80.001459,40.436936,112.68
-80.001346,40.436892,112.39
-80.001186,40.436831,112.11
-80.001043,40.436776,111.83
-80.000906,40.436723,111.55
-80.00074,40.436659,111.27
-80.000633,40.436619,110.99
-80.0005,40.436568,110.71
-80.000378,40.436522,110.43
-80.000251,40.436473,110.14
-80.000124,40.436425,109.86
-79.999867,40.436331,109.3
-79.999758,40.436294,109.02
-79.999604,40.43624,108.74
-79.999459,40.436192,108.46
-79.999334,40.436156,108.18
-79.999114,40.436145,107.89
-79.999031,40.436258,107.61
-79.998954,40.436365,107.33
-79.998884,40.43646,107.05
-79.9988,40.436576,106.77
-79.998671,40.436521,106.49
-79.99853,40.436468,106.21
-79.998424,40.436429,105.93
-79.998307,40.436385,105.64
-79.9982,40.436345,105.36
-79.998068,40.436295,105.08
-79.997948,40.43625,104.8
-79.997828,40.436205,104.52
-79.997715,40.436163,104.24
-79.997592,40.436117,103.96
-79.997352,40.436029,103.39
-79.997239,40.435989,103.11
-79.997122,40.435948,102.83
-79.997013,40.43591,102.55
-79.99689,40.435866,102.27
-79.996768,40.435824,101.99
-79.996613,40.435769,101.71
-79.996507,40.435721,101.43
-79.996398,40.435672,101.14
-79.996274,40.435616,100.86
-79.996149,40.435559,100.58
-79.996022,40.435502,100.3
-79.995894,40.435444,100.02
-79.995781,40.435395,99.74
-79.995673,40.43535,99.46
-79.995555,40.4353,99.18
-79.995445,40.435254,98.89
-79.995336,40.435215,98.61
-79.995142,40.435146,98.33
-79.995026,40.435104,98.05
-80.002639,40.440591,31.33
-80.002515,40.440777,30.77
-80.002462,40.44086,30.49
-80.002398,40.440958,30.21
-80.002295,40.441109,29.93
-80.002223,40.441214,29.65
-80.002168,40.441295,29.36
-80.002541,40.440384,122.54
-80.002345,40.44037,122.26
-80.00227,40.440459,121.98
-80.002093,40.44067,28.87
-80.001983,40.440794,28.59
-80.002238,40.440895,307.78
-80.002555,40.441017,307.22
-80.003983,40.442092,164.65
-80.003948,40.442006,164.37
-80.003917,40.441916,164.09
-80.003889,40.441826,163.81
-80.003864,40.441735,163.53
-80.003848,40.44164,163.25
-80.00384,40.44155,162.97
-80.003831,40.441455,162.68
-80.003844,40.441364,162.4
-80.003879,40.441259,162.12
-81.381796,28.543893,359.27
-81.381796,28.544009,2.77
-81.381795,28.544141,2.49
-81.381794,28.544276,2.21
-81.381794,28.544411,1.93
-81.381793,28.544544,1.65
-81.381792,28.544676,1.37
-81.381792,28.544779,1.09
-81.381798,28.544877,0.8
-81.381806,28.544998,0.52
-81.381814,28.545126,0.24
-81.38182,28.545222,359.96
-81.381826,28.545316,359.68
-81.381831,28.545407,359.4
-81.381837,28.545499,359.12
-81.381841,28.54559,358.84
-81.381847,28.545721,358.55
-81.381875,28.545822,358.27
-81.381914,28.54596,357.99
-81.381917,28.546071,357.71
-81.381919,28.54617,357.43
-81.381922,28.546271,357.15
-81.381924,28.54637,356.87
-81.381927,28.54647,356.59
-81.381929,28.546568,356.3
-81.381932,28.546664,356.02
-81.381934,28.546758,355.74
-81.381937,28.546851,355.46
-81.381939,28.546963,355.18
-81.381942,28.547054,354.9
-81.381944,28.547147,354.62
-81.381946,28.547243,354.34
-81.381949,28.547334,354.05
-81.381952,28.547477,353.77
-81.381952,28.547568,353.49
-81.381952,28.54767,353.21
-81.381952,28.547776,352.93
-81.381951,28.547883,352.65
-81.381951,28.547989,352.37
-81.381951,28.548094,352.09
-81.381951,28.548198,351.8
-81.38195,28.548297,351.52
-81.38195,28.548392,351.24
-81.38195,28.548484,350.96
-81.38195,28.548602,350.68
-81.381949,28.548713,350.4
-81.381949,28.548812,350.12
-81.381949,28.54891,349.84
-81.381949,28.549002,349.55
-81.381948,28.549097,349.27
-81.381948,28.549189,348.99
-81.381962,28.549298,348.71
-81.381961,28.549408,348.43
-81.381966,28.549532,348.15
-81.38197,28.549627,347.87
-81.381974,28.549726,347.59
-81.381978,28.549833,347.3
-81.381986,28.550055,347.02
-81.381995,28.550275,346.74
-81.382004,28.550492,346.46
-81.382008,28.550605,346.18
-81.382013,28.550719,345.9
-81.382017,28.550833,345.62
-81.382021,28.550934,345.34
-81.381973,28.55108,345.05
-81.381917,28.551175,344.77
-81.381856,28.551272,344.49
-81.38179,28.551369,344.21
-81.381715,28.551465,343.93
-81.381642,28.551561,343.65
-81.381569,28.551655,343.37
-81.381496,28.55175,343.09
-81.381424,28.551842,342.8
-81.381399,28.551941,342.52
-81.381395,28.552031,342.24
-81.381411,28.552131,341.96
-81.381426,28.552229,341.68
-81.381476,28.552348,341.4
-81.381523,28.552431,341.12
-81.381581,28.552532,340.84
-81.38163,28.552646,340.55
-81.381678,28.552761,340.27
-81.381719,28.552859,339.99
-81.381758,28.552953,339.71
-81.381809,28.553074,339.43
-81.38182,28.553205,339.15
-81.381803,28.553333,338.87
-81.381784,28.553429,338.59
-81.38176,28.553531,338.3
-81.381734,28.553638,338.02
-81.381708,28.55375,337.74
-81.381681,28.553863,337.46
-81.381676,28.553976,337.18
-81.381683,28.554098,336.9
-81.381651,28.554217,336.62
-81.38162,28.554334,336.34
-81.381588,28.554454,336.05
-81.381555,28.554577,335.77
-81.381522,28.554699,335.49
-81.38149,28.554822,335.21
-81.381457,28.554946,334.93
-81.381423,28.55507,334.65
-81.381391,28.555193,334.37
-81.381358,28.555315,334.09
-81.381326,28.555435,333.8
-81.381295,28.555552,333.52
-81.381264,28.555667,333.24
-81.381234,28.555779,332.96
-81.381204,28.555891,332.68
-81.381174,28.556004,332.4
-81.381143,28.556121,332.12
-81.381112,28.556236,331.84
-81.381082,28.556348,331.55
-81.381054,28.556453,331.27
-81.381028,28.556549,330.99
-81.381004,28.556639,330.71
-81.380975,28.556748,330.43
-81.380951,28.556838,330.15
-81.380924,28.556934,329.87
-81.380898,28.557029,329.59
-81.380873,28.557123,329.3
-81.380782,28.557453,329.02
-81.38057,28.557736,328.74
-81.380222,28.557915,328.46
-81.38168,28.543893,96.28
-81.381577,28.543894,96
-81.381452,28.543894,95.72
-81.381317,28.543895,95.44
-81.381185,28.543896,95.16
-81.381063,28.543896,94.88
-81.380914,28.543838,94.6
-81.380843,28.543766,94.31
-81.380773,28.543697,94.03
-81.380706,28.543628,93.75
-81.380623,28.543581,93.47
-81.38051,28.543553,93.19
-81.380399,28.543536,92.91
-81.380295,28.543537,92.63
-81.380183,28.543537,92.35
-81.380072,28.543538,92.06
-81.379961,28.543541,91.78
-81.379851,28.543543,91.5
-81.379747,28.543546,91.22
-81.37962,28.543548,90.94
-81.379512,28.543551,90.66
-81.379407,28.543553,90.38
-81.379299,28.543556,90.1
-81.379186,28.543558,89.81
-81.379074,28.543561,89.53
-81.378956,28.543561,89.25
-81.37883,28.54356,88.97
-81.378725,28.54356,88.69
-81.37862,28.54356,88.41
-81.378512,28.54356,88.13
-81.37831,28.54356,87.85
-81.378187,28.543562,87.56
-81.37806,28.543564,87.28
-81.377957,28.543565,87
-81.377846,28.543567,86.72
-81.377741,28.543568,86.44
-81.377633,28.54357,86.16
-81.377505,28.543572,85.88
-81.377327,28.543578,85.6
-81.377218,28.543582,85.31
-81.377101,28.543587,85.03
-81.376975,28.543592,84.75
-81.376858,28.543596,84.47
-81.376733,28.543601,84.19
-81.376535,28.543604,83.91
-81.376418,28.543605,83.63
-81.376286,28.543607,83.35
-81.376159,28.543609,83.06
-81.376034,28.543611,82.78
-81.375918,28.543613,82.5
-81.375917,28.543714,82.22
-81.375915,28.543816,81.94
-81.375913,28.543908,81.66
-81.375912,28.544009,81.38
-81.37591,28.544111,81.1
-81.375908,28.544216,80.81
-81.375907,28.544325,80.53
-81.375905,28.544434,80.25
-81.375903,28.544541,79.97
-81.375901,28.544646,79.69
-81.375899,28.544749,79.41
-81.375898,28.544849,79.13
-81.3759,28.544947,78.85
-81.375904,28.545038,78.56
-81.375909,28.545148,78.28
-81.375913,28.545242,78
-81.375917,28.545357,77.72
-81.375921,28.545452,77.44
-81.375926,28.545556,77.16
-81.37593,28.545675,76.88
-81.375813,28.545676,76.6
-81.375692,28.545677,76.31
-81.375583,28.545678,76.03
-81.375478,28.545679,75.75
-81.375368,28.54568,75.47
-81.375231,28.545681,75.19
-81.375086,28.545682,74.91
-81.374949,28.545683,74.63
-81.374818,28.545684,74.35
-81.374672,28.545685,74.06
-81.374516,28.545686,73.78
-81.374354,28.545687,73.5
-81.37423,28.545688,73.22
-81.374103,28.545689,72.94
-81.373974,28.54569,72.66
-81.373842,28.545691,72.38
-81.373708,28.545692,72.1
-81.373572,28.545693,71.81
-81.373433,28.545694,71.53
-81.373292,28.545695,71.25
-81.373153,28.545696,70.97
-81.373012,28.545697,70.69
-81.372872,28.545698,70.41
-81.372732,28.5457,70.13
-81.372627,28.5457,69.85
-81.372513,28.545703,69.56
-81.372405,28.545706,69.28
-81.372264,28.54571,69
-81.372125,28.545714,68.72
-81.38179,28.547482,94.36
-81.381684,28.547484,94.08
-81.38155,28.547488,93.8
-81.381415,28.547492,93.52
-81.381312,28.547494,93.24
-81.381209,28.547497,92.96
-81.381075,28.547501,92.68
-81.380952,28.547505,92.39
-81.380836,28.547509,92.11
-81.380711,28.54751,91.83
-81.380608,28.54751,91.55
-81.380502,28.54751,91.27
-81.380395,28.54751,90.99
-81.380285,28.54751,90.71
-81.380175,28.54751,90.43
-81.380058,28.54751,90.14
-81.379945,28.547511,89.86
-81.37981,28.547511,89.58
-81.379673,28.547511,89.3
-81.379545,28.547511,89.02
-81.379422,28.547511,88.74
-81.379318,28.547512,88.46
-81.379126,28.547512,88.18
-81.378979,28.547513,87.89
-81.378823,28.547515,87.61
-81.378707,28.547516,87.33
-81.378587,28.547517,87.05
-81.378467,28.547518,86.77
-81.378348,28.547519,86.49
-81.378231,28.54752,86.21
-81.378117,28.547521,85.93
-81.378004,28.547522,85.64
-81.377892,28.547523,85.36
-81.37778,28.547524,85.08
-81.377599,28.547526,84.8
-81.377497,28.547525,84.52
-81.377358,28.547527,84.24
-81.377232,28.547528,83.96
-81.377117,28.547529,83.68
-81.377011,28.547531,83.39
-81.376894,28.547532,83.11
-81.376752,28.547534,82.83
-81.376583,28.547539,82.55
-81.376452,28.547544,82.27
-81.376347,28.547547,81.99
-81.376239,28.54755,81.71
-81.376113,28.547555,81.43
-81.375997,28.547558,81.14
-81.375884,28.547562,80.86
-81.37577,28.547562,80.58
-81.375649,28.547563,80.3
-81.375521,28.547564,80.02
-81.375394,28.547564,79.74
-81.375267,28.547565,79.46
-81.37514,28.547566,79.18
-81.375014,28.547566,78.89
-81.374879,28.547567,78.61
-81.374765,28.547565,78.33
-81.374637,28.547562,78.05
-81.374508,28.54756,77.77
-81.374381,28.547558,77.49
-81.374261,28.547555,77.21
-81.374152,28.547553,76.93
-81.374029,28.547551,76.64
-81.373852,28.547548,76.36
-81.37372,28.54755,76.08
-81.37358,28.547552,75.8
-81.37344,28.547554,75.52
-81.373303,28.547556,75.24
-81.373172,28.547558,74.96
-81.373045,28.547561,74.68
-81.372923,28.547562,74.39
-81.372804,28.547564,74.11
-81.372637,28.547567,73.83
-81.372516,28.547567,73.55
-81.372399,28.547568,73.27
-81.372283,28.547568,72.99
-81.372168,28.547568,72.71
-81.372055,28.547568,72.43
-81.371944,28.547568,72.14
-81.371832,28.547569,71.86
-81.371722,28.547569,71.58
-81.371612,28.547569,71.3
-81.371501,28.547571,71.02
-81.371387,28.547572,70.74
-81.371273,28.547574,70.46
-81.371161,28.547576,70.18
-81.371052,28.547578,69.89
-81.370944,28.54758,69.61
-81.370839,28.547581,69.33
-81.370736,28.547583,69.05
-81.370581,28.547585,68.77
-81.370427,28.547585,68.49
-81.370321,28.547585,68.21
-81.370169,28.547585,67.93
-81.370019,28.547585,67.64
-81.369872,28.547585,67.36
-81.369728,28.547585,67.08
-81.369586,28.547585,66.8
-81.379128,28.547631,4.37
-81.37913,28.547755,4.09
-81.379132,28.547858,3.81
